#OTU ID	0CR1	0CRR	0HR1	0L3	0SR1	12CL1	12CL2	12CL3	12CL4g	12CL4	12CO1	12CO3	12CR1	12CR2	12CR3	12CR4	12H01	12HL1	12HL2	12HL3g	12HL3-strich	12HR1	12HR2	12HR3	12S02	12SL1	12SL2	12SL3	12SO1	12SO3	12SR1	12SR2	12SR3	3CL1	3CL2	3CL3	3CR1	3CR2	3CR3	3HL1	3HL2	3HR1	3HR2	3SL1	3SL2	3SL3	3SR1	3SR2	3SR3	6CL1	6CL2	6CL3	6CR1	6CR2	6CR3	6HL1	6HL2	6HL3	6HR1	6HR2	6HR3	6SL1	6SL2	6SL3	6SR1	6SR2	6SR3	9CL1	9CL2	9CL3	9CR1	9CR2	9CR3	9HL1	9HL2	9HL3	9HR1	9HR2	9HR3	9SL1	9SL2	9SR1	9SR2	9SR3	C-day-1	C-day-2a	C-day-2b	C-day-2c	C-day-3	C-day-4	CF	Mock1-L	Mock1-R	NC01	NC02	NC03	NC04	NC05	NC06	NC07	NC08	NC09	NC10	NC11	NC12	NC13	OL1	Consensus Lineage
ZOTU112	1	1	18	1	3	0	359	0	0	5	0	0	0	0	2	0	0	0	14	0	99	0	0	0	1	0	0	0	0	1	3	0	0	0	185	0	2	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	76	0	1	0	0	0	298	0	0	0	0	10	101	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	37	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
ZOTU39	0	379	0	4	0	187	391	473	0	342	1	0	160	287	0	262	1	1257	35	3517	1	1144	445	30	0	816	1	282	1	1	124	5	176	0	0	0	8	2	13	1	1	30	8	101	5	0	16	1	6	78	1	0	55	26	40	276	1	142	38	113	144	1	1	0	2	6	17	1231	552	465	179	154	88	1	2	5	87	94	42	33	0	13	18	24	1	1	0	0	0	0	118	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	34	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Proteus; s__
ZOTU26	0	122	0	73	1	54	624	38	633	54	0	0	0	3	9	0	0	152	221	535	706	0	0	0	1	162	33	51	3	0	39	3	1	227	262	3501	1	0	1	436	2454	1	0	0	720	1596	0	0	0	4	123	276	1	0	2	20	1076	306	0	0	2	1821	293	159	1	1	0	157	432	186	3	2	1	15	2779	158	0	0	0	4	19	3	4	1	637	190	529	181	364	263	8	79	71	727	105	572	5	4	688	660	328	17	30	30	2667	1005	10	 k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Pelomonas; s__
ZOTU226	0	162	0	10	0	0	0	0	0	0	7	3	0	0	0	0	16	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	3	3	0	0	0	2	0	0	0	5	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
ZOTU19	0	981	3	13	0	307	779	1570	275	438	6	1	461	836	0	663	2	2131	199	10122	4	2612	1291	66	0	2247	14	576	4	0	311	9	487	2	1	1	20	4	25	0	6	87	16	252	4	4	70	15	10	115	2	0	163	83	76	696	111	136	100	300	361	6	1	0	9	8	45	4116	1471	1107	561	387	353	15	2	1	227	246	117	99	4	19	38	69	4	3	1	0	1	0	297	2	0	0	4	1	0	0	2	0	1	1	2	1	0	3	11	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Proteus; s__
ZOTU106	0	775	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	21	15	16	0	0	2	3	0	0	0	9	8	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
ZOTU25	0	79	1	5	1	32	1303	220	802	83	2	0	0	4	9	0	0	20	177	258	344	0	0	0	0	213	78	36	1	0	28	1	0	3632	240	2005	2	2	1	813	925	3	1	2	1324	375	0	0	0	5	155	179	0	1	0	370	254	42	0	1	2	705	105	115	0	1	0	63	344	51	2	2	11	21	1501	248	0	0	2	8	25	2	2	0	1190	1089	947	189	949	573	7	81	45	662	4429	608	6	22	53	1083	538	22	119	25	814	933	97	 k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
ZOTU109	0	415	0	99	0	0	0	0	0	4	0	0	3	12	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	31	14	33	0	0	9	35	4	0	0	227	55	15	0	0	0	36	16	23	0	0	0	0	2	1	0	0	0	7	14	5	0	1	0	8	7	0	0	0	0	0	0	0	0	0	26	12	5	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium_1; s__
ZOTU210	0	126	0	17	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	13	0	0	0	3	0	0	0	0	0	0	0	7	0	0	0	0	7	2	4	0	0	10	2	0	0	0	13	8	3	0	0	0	0	3	4	0	0	0	0	1	0	0	0	0	2	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
ZOTU255	0	77	0	10	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
ZOTU72	0	389	1	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	434	4	0	0	0	56	19	27	0	0	40	255	0	0	2	1432	409	163	0	0	0	30	17	11	0	0	0	4	3	1	0	0	0	81	168	108	0	0	0	2	0	6	0	0	0	0	1	0	0	1	307	226	48	0	0	0	0	1	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella; s__
ZOTU52	0	13	2	10	1	0	1007	0	1238	5	1	0	0	2	3	0	0	3	2	67	25	0	0	0	0	41	0	19	0	3	11	0	1	16	179	0	0	1	0	0	24	0	0	0	0	4	0	0	0	1	5	1	0	1	0	123	10	0	3	0	0	339	0	620	0	0	2	4	1	7	0	0	0	1	236	3	0	0	0	1	0	0	1	0	1275	282	351	949	89	816	0	9	0	0	0	5	0	1	3	0	209	0	12	0	48	0	0	 k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__
ZOTU36	0	89	0	11	0	56	53	38	2017	42	0	0	0	0	8	0	0	3	126	300	422	0	0	0	1	201	3	25	2	0	21	1	1	285	58	833	0	0	0	0	945	1	0	3	800	589	1	0	0	4	90	0	0	0	0	0	32	0	3	0	0	714	75	19	1	0	0	34	90	82	0	1	1	14	510	319	0	0	0	1	2	1	0	0	33	197	663	28	752	2	0	34	50	508	594	998	2	4	422	37	379	25	8	32	1312	852	19	 k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Curvibacter; s__
ZOTU20	0	102	6	22	2	112	462	57	767	31	1	0	3	0	28	0	0	394	111	188	274	4	0	2	3	51	61	14	0	0	3	1	3	3063	1316	886	0	1	1	547	561	4	0	0	1847	911	0	1	0	21	225	584	1	2	1	76	151	99	1	0	3	1869	634	197	0	2	0	27	151	207	3	2	12	1	1413	306	0	0	0	8	33	4	2	1	496	1208	1444	620	1985	184	17	55	60	298	2228	545	3	27	452	1828	1610	30	5	21	2379	196	35	 k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
ZOTU295	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__; f__; g__; s__
ZOTU194	0	241	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	1	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
ZOTU127	0	20	0	0	0	0	0	0	0	0	722	0	0	0	0	0	123	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Lysinibacillus; s__
ZOTU120	0	389	0	175	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	21	12	19	0	0	15	13	0	0	0	134	40	4	0	0	0	33	8	12	0	0	0	3	4	2	0	0	0	8	3	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0	7	7	3	0	0	1	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium_1; s__
ZOTU381	0	24	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
ZOTU64	0	442	0	157	0	0	1	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	17	511	7	0	0	2	102	30	29	0	0	30	380	0	0	1	2007	607	232	0	0	0	14	22	43	0	0	0	7	10	2	0	0	0	151	205	143	0	0	0	6	4	0	0	1	0	0	0	0	0	0	451	280	75	0	0	0	0	0	0	112	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella; s__
ZOTU56	0	2	0	7	0	1	295	159	853	1	1	0	0	0	0	0	0	51	0	126	3	0	0	0	0	1	47	0	0	0	0	0	0	11	3	412	0	0	1	2	145	0	0	0	7	126	0	0	0	0	5	22	0	0	0	32	22	7	0	0	0	484	227	1	2	0	0	6	6	0	1	0	0	3	1078	3	0	0	0	7	3	0	0	0	5	1	9	432	162	2	0	0	0	152	355	3	0	3	533	471	5	12	1	5	1	4	7	 k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae; g__; s__
ZOTU22	0	107	1	267	2	9	1	0	248	10	3	1	2352	2518	3	113	1	192	35	0	6735	1504	1148	1325	0	126	335	438	1	1	1117	17	1880	0	0	2	5	21	53	0	2	129	20	1028	1	3	81	43	6	1	0	2	526	455	288	134	0	255	230	371	538	1	0	449	13	5	426	12	2	1	865	1255	2727	27	3	24	530	586	149	603	799	153	220	1953	1	0	2	1	2	1	32	7	0	0	1	0	1	1	1	3	2	1	4	1	5	0	23	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Morganella; s__
ZOTU203	0	120	0	53	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	1	8	0	0	12	5	0	0	0	62	14	1	0	0	0	6	1	5	0	0	0	5	0	0	0	0	0	1	2	3	0	0	0	3	1	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium_1; s__
ZOTU77	0	61	0	0	0	0	0	0	0	1	38	140	50	45	0	52	1	0	0	0	0	29	78	50	0	0	47	0	0	0	64	177	8	0	0	0	154	85	140	0	0	54	177	22	1	0	382	193	122	0	0	0	521	204	513	1	0	0	24	39	24	0	0	0	15	57	17	0	0	0	67	48	10	0	0	0	38	15	11	0	0	61	40	40	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
ZOTU43	0	60	7	2	0	0	0	0	4	0	10	2	0	5	0	1	6	835	1704	1	1037	1296	1038	670	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	7	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	7	819	398	0	0	0	0	1	0	2	0	0	1	0	6	165	2	62	1407	364	503	0	0	0	0	0	341	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
ZOTU45	0	39	2	0	0	0	1	0	219	0	0	1	1	8	0	0	9	1195	1800	0	552	1223	911	615	0	1	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	5	737	313	1	0	0	0	0	0	0	0	0	0	0	3	180	1	541	1277	301	436	0	1	0	0	0	2	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
ZOTU205	0	32	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium_1; s__uncultured_bacterium
ZOTU53	0	48	0	273	0	89	1	98	306	108	0	0	34	59	0	37	0	1084	1862	222	525	47	25	31	0	281	91	103	0	0	91	4	98	0	0	0	5	1	9	0	2	28	3	51	0	0	8	2	2	188	0	0	45	7	8	321	0	0	86	164	145	0	6	0	3	4	5	28	244	121	32	86	37	24	153	56	227	112	27	27	12	5	10	63	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__; s__
ZOTU28	0	78	1	15	1	90	261	120	246	132	0	0	1	1	10	0	0	200	75	272	749	1	0	0	0	187	56	63	3	0	58	0	1	2307	514	902	3	1	1	75	848	4	1	1	15	1831	0	0	0	10	283	702	0	0	0	146	501	239	2	1	3	1110	489	403	0	2	0	51	255	201	1	0	4	8	1748	456	0	0	0	7	28	3	2	1	457	446	424	336	260	765	6	32	46	330	2020	574	7	23	713	1979	291	6	73	6	121	367	20	 k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__
ZOTU305	0	79	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
ZOTU368	0	19	0	9	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Paenalcaligenes; s__
ZOTU35	0	33	1	13	1	51	9	1	1667	54	0	0	0	2	1	0	0	81	0	190	98	0	0	0	0	34	0	73	1	0	1	0	0	458	71	202	0	0	0	206	431	0	1	1	516	402	0	0	0	8	36	0	0	0	0	178	163	213	1	0	0	776	0	82	0	1	1	20	161	93	0	0	4	0	1055	424	0	0	0	5	0	0	0	0	168	315	521	276	515	884	5	22	47	690	146	558	0	1	1297	1285	0	17	10	0	315	224	33	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__
ZOTU459	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Pedomicrobium; s__
ZOTU83	0	8	2	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	36	275	0	0	0	1	508	0	0	0	0	14	0	0	0	0	0	17	0	0	0	0	0	3	0	0	1	201	0	0	0	0	0	2	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	151	167	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1021	0	18	 k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__
ZOTU184	0	26	0	3	0	0	0	0	0	0	287	93	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
ZOTU420	0	8	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__
ZOTU69	0	14	0	6	0	0	0	0	1	0	0	0	279	419	0	0	1	0	0	1	1664	16	6	68	0	1	0	24	0	1	44	0	289	1	0	0	0	0	0	0	0	19	0	182	0	0	0	0	1	1	0	0	119	64	30	1	0	0	28	58	50	0	0	0	0	0	51	0	0	0	84	84	603	0	0	0	4	43	1	36	1	2	0	186	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Morganella; s__
ZOTU16	0	10	1	23	0	434	0	497	3	966	1	2	1792	1099	3	1974	1	272	1	826	292	291	101	250	0	1012	15	836	2	0	727	38	947	4	0	4	123	42	105	0	3	216	51	1061	664	0	354	130	36	810	1	0	1398	444	1051	1370	27	90	691	1348	1402	5	244	17	343	355	370	780	63	262	1033	1130	1345	1240	1	1283	2100	1985	1018	633	433	459	751	1624	4	2	2	3	0	0	2	1	0	0	0	1	0	0	0	1	0	0	1	0	4	3	8	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Providencia; s__
ZOTU349	0	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium_1; s__
ZOTU145	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	84	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	334	1	0	1	0	0	5	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__; s__
ZOTU327	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	 k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
ZOTU162	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	67	1	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	24	0	0	0	0	92	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__
ZOTU44	0	8	0	4	1	8	25	21	2	45	0	0	0	1	0	0	0	5	13	70	174	0	0	1	0	40	82	109	1	0	2	0	1	123	56	1609	1	1	0	114	296	3	0	1	724	425	0	0	0	7	85	373	0	2	0	43	26	0	0	0	4	67	237	166	0	0	0	1	269	4	0	0	1	2	1	49	0	0	0	0	4	1	0	0	162	561	314	824	480	576	4	5	0	42	1	898	1	2	302	779	357	25	4	2	372	323	49	 k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax; s__
ZOTU369	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
ZOTU373	0	1	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium_1; s__uncultured_bacterium
ZOTU172	0	3	0	1	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	 k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium_1; s__uncultured_bacterium
